Hour,Value1,Value2
5174,0.06,0.06
5175,0.73,0.73
5176,0.26,0.26
5177,0.62,0.62
5178,0.11,0.11
5179,0.89,0.89
5180,0.02,0.02
5181,0.89,0.89
5182,0.94,0.94
5183,0.18,0.18
5184,0.81,0.81
5185,0.48,0.48
5186,0.3,0.3
5187,0.63,0.63
5188,0.41,0.41
5189,0.36,0.36
5190,0.43,0.43
5191,0.94,0.94
5192,0.0,0.0
5193,0.14,0.14
5194,0.63,0.63
5195,0.51,0.51
5196,0.87,0.87
5197,0.46,0.46
5198,1.0,1.0
5199,0.0,0.0
5200,0.1,0.1
5201,0.55,0.55
5202,0.41,0.41
5203,0.08,0.08
5204,0.22,0.22
5205,0.72,0.72
5206,0.56,0.56
5207,0.85,0.85
5208,0.83,0.83
5209,0.94,0.94
5210,0.95,0.95
5211,0.74,0.74
5212,0.38,0.38
5213,0.0,0.0
5214,0.79,0.79
5215,0.37,0.37
5216,0.93,0.93
5217,0.89,0.89
5218,0.25,0.25
5219,0.82,0.82
5220,0.5,0.5
5221,0.12,0.12
5222,0.63,0.63
5223,0.53,0.53
5224,0.39,0.39
5225,0.83,0.83
5226,0.85,0.85
5227,0.95,0.95
5228,0.71,0.71
5229,0.04,0.04
5230,0.22,0.22
5231,0.46,0.46
5232,0.7,0.7
5233,0.28,0.28
5234,0.41,0.41
5235,0.66,0.66
5236,0.15,0.15
5237,0.63,0.63
5238,0.81,0.81
5239,0.01,0.01
5240,0.7,0.7
5241,0.95,0.95
5242,0.17,0.17
5243,0.41,0.41
5244,0.1,0.1
5245,0.42,0.42
5246,0.41,0.41
5247,0.61,0.61
5248,0.45,0.45
5249,0.32,0.32
5250,0.38,0.38
5251,0.88,0.88
5252,0.1,0.1
5253,0.89,0.89
5254,0.53,0.53
5255,0.83,0.83
5256,0.61,0.61
5257,0.59,0.59
5258,0.74,0.74
5259,0.42,0.42
5260,0.89,0.89
5261,0.72,0.72
5262,0.2,0.2
5263,0.86,0.86
5264,0.23,0.23
5265,0.04,0.04
5266,0.8,0.8
5267,0.78,0.78
5268,0.73,0.73
5269,0.67,0.67
5270,0.5,0.5
5271,0.28,0.28
5272,0.94,0.94
5273,0.84,0.84
5274,0.44,0.44
5275,0.86,0.86
5276,0.97,0.97
5277,0.28,0.28
5278,0.82,0.82
5279,0.32,0.32
5280,0.22,0.22
5281,0.68,0.68
5282,0.23,0.23
5283,0.57,0.57
5284,0.26,0.26
5285,0.8,0.8
5286,0.66,0.66
5287,0.65,0.65
5288,0.65,0.65
5289,0.53,0.53
5290,0.6,0.6
5291,0.56,0.56
5292,0.25,0.25
5293,1.0,1.0
5294,0.58,0.58
5295,0.27,0.27
5296,0.79,0.79
5297,0.36,0.36
5298,0.65,0.65
5299,0.51,0.51
5300,0.41,0.41
5301,0.1,0.1
5302,0.95,0.95
5303,0.52,0.52
5304,0.94,0.94
5305,0.61,0.61
5306,0.48,0.48
5307,0.45,0.45
5308,0.04,0.04
5309,0.32,0.32
5310,0.94,0.94
5311,0.48,0.48
5312,0.66,0.66
5313,0.51,0.51
5314,0.99,0.99
5315,0.83,0.83
5316,0.09,0.09
5317,0.78,0.78
5318,0.26,0.26
5319,0.65,0.65
5320,0.51,0.51
5321,0.35,0.35
5322,0.83,0.83
5323,0.33,0.33
5324,0.93,0.93
5325,0.0,0.0
5326,0.96,0.96
5327,0.24,0.24
5328,0.32,0.32
5329,0.02,0.02
5330,0.91,0.91
5331,0.76,0.76
5332,0.86,0.86
5333,0.71,0.71
5334,0.49,0.49
5335,0.11,0.11
5336,0.9,0.9
5337,0.62,0.62
5338,0.12,0.12
5339,0.65,0.65
5340,0.28,0.28
5341,0.88,0.88
5342,0.74,0.74
5343,0.52,0.52
5344,0.87,0.87
5345,0.82,0.82
5346,0.74,0.74
5347,0.4,0.4
5348,0.88,0.88
5349,0.16,0.16
5350,0.19,0.19
5351,0.09,0.09
5352,0.79,0.79
5353,0.42,0.42
5354,0.38,0.38
5355,0.01,0.01
5356,0.32,0.32
5357,0.98,0.98
5358,0.81,0.81
5359,0.39,0.39
5360,0.76,0.76
5361,0.86,0.86
5362,0.33,0.33
5363,0.75,0.75
5364,0.71,0.71
5365,0.26,0.26
5366,0.54,0.54
5367,0.37,0.37
5368,0.68,0.68
5369,0.24,0.24
5370,0.94,0.94
5371,0.83,0.83
5372,0.12,0.12
5373,0.98,0.98
5374,0.57,0.57
5375,0.36,0.36
5376,0.74,0.74
5377,0.31,0.31
5378,0.35,0.35
5379,0.91,0.91
5380,0.4,0.4
5381,0.41,0.41
5382,0.56,0.56
5383,0.6,0.6
5384,0.38,0.38
5385,0.59,0.59
5386,0.48,0.48
5387,0.9,0.9
5388,0.73,0.73
5389,0.84,0.84
5390,0.48,0.48
5391,0.38,0.38
5392,0.14,0.14
5393,0.85,0.85
5394,0.82,0.82
5395,0.57,0.57
5396,0.31,0.31
5397,1.0,1.0
5398,0.94,0.94
5399,0.11,0.11
5400,0.66,0.66
5401,0.16,0.16
5402,0.1,0.1
5403,0.01,0.01
5404,0.66,0.66
5405,0.7,0.7
5406,0.97,0.97
5407,0.53,0.53
5408,0.8,0.8
5409,0.77,0.77
5410,0.13,0.13
5411,0.1,0.1
5412,0.55,0.55
5413,0.86,0.86
5414,0.94,0.94
5415,0.3,0.3
5416,0.5,0.5
5417,0.92,0.92
5418,0.08,0.08
5419,0.97,0.97
5420,0.7,0.7
5421,0.85,0.85
5422,0.44,0.44
5423,0.73,0.73
5424,0.32,0.32
5425,0.89,0.89
5426,0.05,0.05
5427,0.56,0.56
5428,0.69,0.69
5429,0.12,0.12
5430,0.23,0.23
5431,0.31,0.31
5432,0.7,0.7
5433,0.05,0.05
5434,0.12,0.12
5435,0.35,0.35
5436,0.7,0.7
5437,0.56,0.56
5438,0.18,0.18
5439,0.26,0.26
5440,0.31,0.31
5441,0.41,0.41
5442,0.44,0.44
5443,0.72,0.72
5444,0.18,0.18
5445,0.66,0.66
5446,0.82,0.82
5447,0.59,0.59
5448,0.38,0.38
5449,0.35,0.35
5450,0.45,0.45
5451,0.06,0.06
5452,0.95,0.95
5453,0.61,0.61
5454,0.87,0.87
5455,0.17,0.17
5456,0.41,0.41
5457,0.58,0.58
5458,0.82,0.82
5459,0.62,0.62
5460,0.43,0.43
5461,0.26,0.26
5462,0.47,0.47
5463,0.68,0.68
5464,0.31,0.31
5465,0.71,0.71
5466,0.73,0.73
5467,0.24,0.24
5468,0.0,0.0
5469,0.49,0.49
5470,0.01,0.01
5471,0.92,0.92
5472,0.17,0.17
5473,0.92,0.92
5474,0.95,0.95
5475,0.06,0.06
5476,0.42,0.42
5477,0.54,0.54
5478,0.31,0.31
5479,0.2,0.2
5480,0.69,0.69
5481,0.46,0.46
5482,0.09,0.09
5483,0.72,0.72
5484,0.91,0.91
5485,0.59,0.59
5486,0.34,0.34
5487,0.35,0.35
5488,0.39,0.39
5489,0.68,0.68
5490,0.66,0.66
5491,0.03,0.03
5492,0.58,0.58
5493,0.6,0.6
5494,0.35,0.35
5495,0.23,0.23
5496,0.93,0.93
5497,0.4,0.4
5498,0.79,0.79
5499,0.86,0.86
5500,0.66,0.66
5501,0.9,0.9
5502,0.16,0.16
5503,0.4,0.4
5504,0.58,0.58
5505,0.35,0.35
5506,0.48,0.48
5507,0.25,0.25
5508,0.58,0.58
5509,0.73,0.73
5510,0.42,0.42
5511,0.89,0.89
5512,0.36,0.36
5513,0.84,0.84
5514,0.23,0.23
5515,0.84,0.84
5516,0.17,0.17
5517,0.56,0.56
5518,0.93,0.93
5519,0.12,0.12
5520,0.95,0.95
5521,0.4,0.4
5522,0.86,0.86
5523,0.91,0.91
5524,0.71,0.71
5525,0.98,0.98
5526,0.22,0.22
5527,0.28,0.28
5528,0.88,0.88
5529,0.2,0.2
5530,0.8,0.8
5531,0.12,0.12
5532,0.14,0.14
5533,0.48,0.48
5534,0.59,0.59
5535,0.95,0.95
5536,0.48,0.48
5537,0.87,0.87
5538,0.29,0.29
5539,0.69,0.69
5540,0.83,0.83
5541,0.08,0.08
5542,0.16,0.16
5543,0.82,0.82
5544,0.95,0.95
5545,0.8,0.8
5546,0.44,0.44
5547,0.05,0.05
5548,0.78,0.78
5549,0.03,0.03
5550,0.85,0.85
5551,0.5,0.5
5552,0.85,0.85
5553,0.07,0.07
5554,0.39,0.39
5555,0.32,0.32
5556,0.26,0.26
5557,0.63,0.63
5558,0.07,0.07
5559,0.95,0.95
5560,0.17,0.17
5561,0.31,0.31
5562,0.34,0.34
5563,0.69,0.69
5564,0.79,0.79
5565,0.57,0.57
5566,0.26,0.26
5567,0.96,0.96
5568,0.07,0.07
5569,0.72,0.72
5570,0.08,0.08
5571,0.75,0.75
5572,0.89,0.89
5573,0.56,0.56
5574,0.83,0.83
5575,0.46,0.46
5576,0.1,0.1
5577,0.39,0.39
5578,0.52,0.52
5579,0.0,0.0
5580,0.31,0.31
5581,0.86,0.86
5582,0.93,0.93
5583,0.05,0.05
5584,0.12,0.12
5585,0.42,0.42
5586,0.35,0.35
5587,0.86,0.86
5588,0.35,0.35
5589,0.24,0.24
5590,0.66,0.66
5591,0.35,0.35
5592,0.28,0.28
5593,0.31,0.31
5594,0.31,0.31
5595,0.19,0.19
5596,0.25,0.25
5597,0.98,0.98
5598,0.84,0.84
5599,0.45,0.45
5600,0.84,0.84
5601,0.2,0.2
5602,0.61,0.61
5603,0.1,0.1
5604,0.94,0.94
5605,0.57,0.57
5606,0.94,0.94
5607,0.42,0.42
5608,0.69,0.69
5609,0.3,0.3
5610,0.83,0.83
5611,0.2,0.2
5612,0.92,0.92
5613,0.85,0.85
5614,0.65,0.65
5615,0.07,0.07
5616,0.74,0.74
5617,0.88,0.88
5618,0.37,0.37
5619,0.46,0.46
5620,0.73,0.73
5621,0.04,0.04
5622,0.14,0.14
5623,0.41,0.41
5624,0.65,0.65
5625,0.02,0.02
5626,0.3,0.3
5627,0.5,0.5
5628,0.05,0.05
5629,0.57,0.57
5630,0.71,0.71
5631,0.68,0.68
5632,0.52,0.52
5633,0.12,0.12
5634,0.77,0.77
5635,0.3,0.3
5636,0.68,0.68
5637,0.07,0.07
5638,0.33,0.33
5639,0.78,0.78
5640,0.17,0.17
5641,0.16,0.16
5642,0.12,0.12
5643,0.33,0.33
5644,0.96,0.96
5645,0.13,0.13
5646,0.31,0.31
5647,0.12,0.12
5648,0.14,0.14
5649,0.6,0.6
5650,0.58,0.58
5651,0.1,0.1
5652,0.85,0.85
5653,0.8,0.8
5654,0.58,0.58
5655,0.54,0.54
5656,0.16,0.16
5657,0.89,0.89
5658,0.72,0.72
5659,0.92,0.92
5660,0.14,0.14
5661,0.7,0.7
5662,0.28,0.28
5663,0.27,0.27
5664,0.09,0.09
5665,0.79,0.79
5666,0.66,0.66
5667,0.27,0.27
5668,0.04,0.04
5669,0.25,0.25
5670,0.9,0.9
5671,0.26,0.26
5672,0.92,0.92
5673,0.89,0.89
5674,0.26,0.26
5675,0.5,0.5
5676,0.05,0.05
5677,0.56,0.56
5678,0.24,0.24
5679,0.46,0.46
5680,0.82,0.82
5681,0.64,0.64
5682,0.84,0.84
5683,0.53,0.53
5684,0.58,0.58
5685,0.65,0.65
5686,0.13,0.13
5687,0.92,0.92
5688,0.44,0.44
5689,0.01,0.01
5690,0.96,0.96
5691,0.42,0.42
5692,0.78,0.78
5693,0.35,0.35
5694,0.34,0.34
5695,0.8,0.8
5696,0.6,0.6
5697,0.23,0.23
5698,0.92,0.92
5699,0.44,0.44
5700,0.52,0.52
5701,0.81,0.81
5702,0.22,0.22
5703,0.61,0.61
5704,0.08,0.08
5705,0.38,0.38
5706,0.66,0.66
5707,0.95,0.95
5708,0.23,0.23
5709,0.35,0.35
5710,0.78,0.78
5711,0.21,0.21
5712,0.32,0.32
5713,0.99,0.99
5714,0.4,0.4
5715,0.13,0.13
5716,0.09,0.09
5717,0.32,0.32
5718,0.38,0.38
5719,0.18,0.18
5720,0.05,0.05
5721,0.72,0.72
5722,0.33,0.33
5723,0.67,0.67
5724,0.22,0.22
5725,0.09,0.09
5726,0.63,0.63
5727,0.56,0.56
5728,0.16,0.16
5729,0.65,0.65
5730,0.08,0.08
5731,0.51,0.51
5732,0.54,0.54
5733,0.61,0.61
5734,0.8,0.8
5735,0.03,0.03
5736,0.76,0.76
5737,0.19,0.19
5738,0.01,0.01
5739,0.93,0.93
5740,0.84,0.84
5741,0.83,0.83
5742,0.06,0.06
5743,0.29,0.29
5744,0.07,0.07
5745,0.36,0.36
5746,0.89,0.89
5747,0.52,0.52
5748,0.59,0.59
5749,0.9,0.9
5750,0.61,0.61
5751,0.24,0.24
5752,0.18,0.18
5753,0.93,0.93
5754,0.13,0.13
5755,0.61,0.61
5756,0.6,0.6
5757,0.68,0.68
5758,0.47,0.47
5759,0.07,0.07
5760,0.19,0.19
5761,0.98,0.98
5762,0.1,0.1
5763,0.73,0.73
5764,0.47,0.47
5765,0.29,0.29
5766,0.27,0.27
5767,0.17,0.17
5768,0.75,0.75
5769,0.4,0.4
5770,0.85,0.85
5771,0.42,0.42
5772,0.66,0.66
5773,0.97,0.97
5774,0.74,0.74
5775,0.37,0.37
5776,0.96,0.96
5777,0.42,0.42
5778,0.43,0.43
5779,0.5,0.5
5780,0.33,0.33
5781,0.34,0.34
5782,0.38,0.38
5783,0.18,0.18
5784,0.19,0.19
5785,0.28,0.28
5786,0.69,0.69
5787,0.12,0.12
5788,0.95,0.95
5789,0.34,0.34
5790,0.62,0.62
5791,0.39,0.39
5792,0.95,0.95
5793,0.31,0.31
5794,0.1,0.1
5795,0.21,0.21
5796,0.28,0.28
5797,0.72,0.72
5798,0.58,0.58
5799,0.08,0.08
5800,0.79,0.79
5801,0.86,0.86
5802,0.06,0.06
5803,0.69,0.69
5804,0.5,0.5
5805,0.99,0.99
5806,0.6,0.6
5807,0.84,0.84
5808,0.67,0.67
5809,0.48,0.48
5810,0.76,0.76
5811,0.96,0.96
5812,0.71,0.71
5813,0.3,0.3
5814,0.32,0.32
5815,0.99,0.99
5816,0.25,0.25
5817,0.84,0.84
5818,0.16,0.16
5819,0.66,0.66
5820,0.91,0.91
5821,0.66,0.66
5822,0.63,0.63
5823,0.17,0.17
5824,0.94,0.94
5825,0.13,0.13
5826,0.54,0.54
5827,0.72,0.72
5828,0.85,0.85
5829,0.19,0.19
5830,0.65,0.65
5831,0.31,0.31
5832,0.29,0.29
5833,0.84,0.84
5834,0.11,0.11
5835,0.8,0.8
5836,0.28,0.28
5837,0.04,0.04
5838,0.59,0.59
5839,0.46,0.46
5840,0.32,0.32
5841,0.69,0.69
5842,0.36,0.36
5843,0.5,0.5
5844,0.6,0.6
5845,0.56,0.56
5846,0.04,0.04
5847,0.68,0.68
5848,0.5,0.5
5849,0.97,0.97
5850,0.41,0.41
5851,0.51,0.51
5852,0.2,0.2
5853,0.29,0.29
5854,0.68,0.68
5855,0.35,0.35
5856,0.03,0.03
5857,0.14,0.14
5858,0.4,0.4
5859,0.79,0.79
5860,0.73,0.73
5861,0.18,0.18
5862,0.39,0.39
5863,0.46,0.46
5864,0.67,0.67
5865,0.74,0.74
5866,0.26,0.26
5867,0.36,0.36
5868,0.07,0.07
5869,0.29,0.29
5870,0.53,0.53
5871,0.2,0.2
5872,0.47,0.47
5873,0.28,0.28
5874,0.04,0.04
5875,0.74,0.74
5876,0.63,0.63
5877,0.63,0.63
5878,0.49,0.49
5879,0.48,0.48
5880,0.24,0.24
5881,0.52,0.52
5882,0.68,0.68
5883,0.07,0.07
5884,0.9,0.9
5885,0.99,0.99
5886,0.15,0.15
5887,0.55,0.55
5888,0.18,0.18
5889,0.07,0.07
5890,0.4,0.4
5891,0.98,0.98
5892,0.09,0.09
5893,0.66,0.66
5894,0.9,0.9
5895,0.26,0.26
5896,0.38,0.38
5897,0.34,0.34
5898,0.6,0.6
5899,0.02,0.02
5900,0.72,0.72
5901,0.01,0.01
5902,0.32,0.32
5903,0.59,0.59
5904,0.97,0.97
5905,0.87,0.87
5906,0.94,0.94
5907,0.83,0.83
5908,0.72,0.72
5909,0.12,0.12
5910,0.65,0.65
5911,0.31,0.31
5912,0.74,0.74
5913,0.34,0.34
5914,0.15,0.15
5915,0.53,0.53
5916,0.17,0.17
5917,0.34,0.34
5918,0.63,0.63
5919,0.89,0.89
5920,0.79,0.79
5921,0.98,0.98
5922,0.69,0.69
5923,0.13,0.13
5924,0.57,0.57
5925,0.46,0.46
5926,0.86,0.86
5927,0.01,0.01
5928,0.56,0.56
5929,0.56,0.56
5930,0.15,0.15
5931,0.45,0.45
5932,0.76,0.76
5933,0.17,0.17
5934,0.99,0.99
5935,0.98,0.98
5936,0.7,0.7
5937,0.58,0.58
5938,0.16,0.16
5939,0.32,0.32
5940,0.5,0.5
5941,0.66,0.66
5942,0.85,0.85
5943,0.94,0.94
5944,0.32,0.32
5945,0.79,0.79
5946,0.8,0.8
5947,0.51,0.51
5948,0.56,0.56
5949,0.31,0.31
5950,0.98,0.98
5951,0.12,0.12
5952,0.66,0.66
5953,0.31,0.31
5954,0.01,0.01
5955,0.37,0.37
5956,0.21,0.21
5957,0.45,0.45
5958,0.75,0.75
5959,0.21,0.21
5960,0.55,0.55
5961,0.51,0.51
5962,0.42,0.42
5963,0.01,0.01
5964,0.29,0.29
5965,0.45,0.45
5966,0.54,0.54
5967,0.29,0.29
5968,0.3,0.3
5969,0.74,0.74
5970,0.7,0.7
5971,0.02,0.02
5972,0.31,0.31
5973,0.83,0.83
5974,0.06,0.06
5975,0.78,0.78
5976,0.39,0.39
5977,0.12,0.12
5978,0.38,0.38
5979,0.17,0.17
5980,0.23,0.23
5981,0.29,0.29
5982,0.02,0.02
5983,0.71,0.71
5984,0.32,0.32
5985,0.15,0.15
5986,0.47,0.47
5987,0.44,0.44
5988,0.58,0.58
5989,0.07,0.07
5990,0.76,0.76
5991,0.63,0.63
5992,0.22,0.22
5993,0.44,0.44
5994,0.33,0.33
5995,0.88,0.88
5996,0.26,0.26
5997,0.14,0.14
5998,0.02,0.02
5999,0.95,0.95
6000,0.79,0.79
6001,0.51,0.51
6002,0.27,0.27
6003,0.8,0.8
6004,0.0,0.0
6005,0.84,0.84
6006,0.59,0.59
6007,0.91,0.91
6008,0.83,0.83
6009,0.18,0.18
6010,0.96,0.96
6011,0.28,0.28
6012,0.89,0.89
6013,0.17,0.17
6014,0.3,0.3
6015,0.55,0.55
6016,0.79,0.79
6017,0.26,0.26
6018,0.99,0.99
6019,0.15,0.15
6020,0.64,0.64
6021,0.9,0.9
6022,0.91,0.91
6023,0.9,0.9
6024,0.4,0.4
6025,0.03,0.03
6026,0.6,0.6
6027,0.48,0.48
6028,0.46,0.46
6029,0.98,0.98
6030,0.78,0.78
6031,0.46,0.46
6032,0.73,0.73
6033,0.43,0.43
6034,0.71,0.71
6035,0.59,0.59
6036,0.66,0.66
6037,0.39,0.39
6038,0.51,0.51
6039,0.94,0.94
6040,0.96,0.96
6041,0.92,0.92
6042,0.86,0.86
6043,0.33,0.33
6044,0.1,0.1
6045,0.51,0.51
6046,0.42,0.42
6047,0.76,0.76
6048,0.44,0.44
6049,0.61,0.61
6050,0.69,0.69
6051,0.83,0.83
6052,0.44,0.44
6053,0.84,0.84
6054,0.24,0.24
6055,0.8,0.8
6056,0.24,0.24
6057,0.48,0.48
6058,0.26,0.26
6059,0.09,0.09
6060,0.6,0.6
6061,0.37,0.37
6062,0.08,0.08
6063,0.86,0.86
6064,0.34,0.34
6065,0.4,0.4
6066,0.37,0.37
6067,0.4,0.4
6068,0.76,0.76
6069,0.24,0.24
6070,0.61,0.61
6071,0.97,0.97
6072,0.06,0.06
6073,0.59,0.59
6074,0.44,0.44
6075,0.26,0.26
6076,0.47,0.47
6077,0.04,0.04
6078,0.84,0.84
6079,0.05,0.05
6080,0.55,0.55
6081,0.61,0.61
6082,0.09,0.09
6083,0.46,0.46
6084,0.49,0.49
6085,0.59,0.59
6086,0.38,0.38
6087,0.32,0.32
6088,0.78,0.78
6089,0.91,0.91
6090,0.68,0.68
6091,0.47,0.47
6092,0.82,0.82
6093,0.15,0.15
6094,0.71,0.71
6095,0.64,0.64
6096,0.41,0.41
6097,0.69,0.69
6098,0.36,0.36
6099,0.45,0.45
6100,0.81,0.81
6101,0.94,0.94
6102,0.66,0.66
6103,0.85,0.85
6104,0.72,0.72
6105,0.95,0.95
6106,0.63,0.63
6107,0.65,0.65
6108,0.93,0.93
6109,0.25,0.25
6110,0.29,0.29
6111,0.48,0.48
6112,0.33,0.33
6113,0.91,0.91
6114,0.41,0.41
6115,0.99,0.99
6116,0.9,0.9
6117,0.95,0.95
6118,0.33,0.33
6119,0.01,0.01
6120,0.24,0.24
6121,0.66,0.66
6122,0.3,0.3
6123,0.79,0.79
6124,0.43,0.43
6125,0.48,0.48
6126,0.99,0.99
6127,0.03,0.03
6128,0.77,0.77
6129,0.7,0.7
6130,0.28,0.28
6131,0.84,0.84
6132,0.07,0.07
6133,0.5,0.5
6134,0.14,0.14
6135,0.72,0.72
6136,0.36,0.36
6137,0.47,0.47
6138,0.22,0.22
6139,0.15,0.15
6140,0.56,0.56
6141,0.45,0.45
6142,0.12,0.12
6143,0.2,0.2
6144,0.15,0.15
6145,0.77,0.77
6146,0.74,0.74
6147,0.38,0.38
6148,0.99,0.99
6149,0.79,0.79
6150,0.87,0.87
6151,0.27,0.27
6152,0.8,0.8
6153,0.37,0.37
6154,0.02,0.02
6155,0.94,0.94
6156,0.26,0.26
6157,0.79,0.79
6158,0.38,0.38
6159,0.78,0.78
6160,0.09,0.09
6161,0.51,0.51
6162,0.94,0.94
6163,0.47,0.47
6164,0.56,0.56
6165,0.6,0.6
6166,0.74,0.74
6167,0.52,0.52
6168,0.22,0.22
6169,0.61,0.61
6170,0.17,0.17
6171,0.61,0.61
6172,0.2,0.2
6173,0.49,0.49
6174,0.1,0.1
6175,0.55,0.55
6176,0.72,0.72
6177,0.62,0.62
6178,0.74,0.74
6179,0.52,0.52
6180,0.54,0.54
6181,0.15,0.15
6182,0.69,0.69
6183,0.95,0.95
6184,0.05,0.05
6185,0.68,0.68
6186,0.08,0.08
6187,0.01,0.01
6188,0.16,0.16
6189,0.13,0.13
6190,0.12,0.12
6191,0.57,0.57
6192,0.77,0.77
6193,0.14,0.14
6194,0.92,0.92
6195,0.54,0.54
6196,0.24,0.24
6197,0.04,0.04
6198,0.65,0.65
6199,0.54,0.54
6200,0.98,0.98
6201,0.47,0.47
6202,0.72,0.72
6203,0.25,0.25
6204,0.13,0.13
6205,0.78,0.78
6206,0.09,0.09
6207,0.13,0.13
6208,0.69,0.69
6209,0.06,0.06
6210,0.16,0.16
6211,0.96,0.96
6212,0.34,0.34
6213,0.41,0.41
6214,0.08,0.08
6215,0.34,0.34
6216,0.59,0.59
6217,0.28,0.28
6218,0.05,0.05
6219,0.7,0.7
6220,0.48,0.48
6221,0.99,0.99
6222,0.12,0.12
6223,0.35,0.35
6224,0.21,0.21
6225,0.72,0.72
6226,0.18,0.18
6227,0.24,0.24
6228,0.76,0.76
6229,0.9,0.9
6230,0.4,0.4
6231,0.42,0.42
6232,1.0,1.0
6233,0.13,0.13
6234,0.87,0.87
6235,0.46,0.46
6236,0.56,0.56
6237,0.79,0.79
6238,0.51,0.51
6239,0.06,0.06
6240,0.26,0.26
6241,0.48,0.48
6242,0.64,0.64
6243,0.22,0.22
6244,0.49,0.49
6245,0.65,0.65
6246,0.97,0.97
6247,0.04,0.04
6248,0.07,0.07
6249,0.67,0.67
6250,0.93,0.93
6251,0.82,0.82
6252,0.03,0.03
6253,0.8,0.8
6254,0.51,0.51
6255,0.4,0.4
6256,0.65,0.65
6257,0.27,0.27
6258,0.48,0.48
6259,0.28,0.28
6260,0.62,0.62
6261,0.14,0.14
6262,0.28,0.28
6263,0.94,0.94
6264,0.06,0.06
6265,0.86,0.86
6266,0.04,0.04
6267,0.22,0.22
6268,0.81,0.81
6269,0.35,0.35
6270,0.13,0.13
6271,0.25,0.25
6272,0.71,0.71
6273,0.96,0.96
6274,0.1,0.1
6275,0.07,0.07
6276,0.84,0.84
6277,0.17,0.17
6278,0.26,0.26
6279,0.65,0.65
6280,0.67,0.67
6281,0.62,0.62
6282,0.94,0.94
6283,0.62,0.62
6284,0.23,0.23
6285,0.26,0.26
6286,0.46,0.46
6287,0.48,0.48
6288,0.41,0.41
6289,0.75,0.75
6290,0.31,0.31
6291,0.13,0.13
6292,0.44,0.44
6293,0.78,0.78
6294,0.03,0.03
6295,0.74,0.74
6296,0.56,0.56
6297,0.86,0.86
6298,0.66,0.66
6299,0.4,0.4
6300,0.7,0.7
6301,0.52,0.52
6302,0.96,0.96
6303,0.24,0.24
6304,0.98,0.98
6305,0.82,0.82
6306,0.93,0.93
6307,0.01,0.01
6308,0.03,0.03
6309,0.8,0.8
6310,0.0,0.0
6311,0.35,0.35
6312,0.13,0.13
6313,0.92,0.92
6314,0.94,0.94
6315,0.98,0.98
6316,0.93,0.93
6317,0.83,0.83
6318,0.25,0.25
6319,0.97,0.97
6320,0.72,0.72
6321,0.07,0.07
6322,0.98,0.98
6323,0.11,0.11
6324,0.13,0.13
6325,0.85,0.85
6326,0.09,0.09
6327,0.45,0.45
6328,0.52,0.52
6329,0.38,0.38
6330,0.11,0.11
6331,0.53,0.53
6332,0.75,0.75
6333,0.4,0.4
6334,0.91,0.91
6335,0.84,0.84
6336,0.85,0.85
6337,0.06,0.06
6338,0.63,0.63
6339,0.1,0.1
6340,0.28,0.28
6341,0.03,0.03
6342,0.35,0.35
6343,0.28,0.28
6344,0.42,0.42
6345,0.05,0.05
6346,0.34,0.34
6347,0.42,0.42
6348,0.74,0.74
6349,0.63,0.63
6350,0.43,0.43
6351,0.1,0.1
6352,0.35,0.35
6353,0.55,0.55
6354,0.09,0.09
6355,0.67,0.67
6356,0.27,0.27
6357,0.77,0.77
6358,0.08,0.08
6359,0.42,0.42
6360,0.1,0.1
6361,0.84,0.84
6362,0.99,0.99
6363,0.49,0.49
6364,0.09,0.09
6365,0.14,0.14
6366,0.83,0.83
6367,0.34,0.34
6368,0.04,0.04
6369,0.66,0.66
6370,0.21,0.21
6371,0.07,0.07
6372,0.11,0.11
6373,0.44,0.44
6374,0.97,0.97
6375,0.89,0.89
6376,0.71,0.71
6377,0.18,0.18
6378,0.32,0.32
6379,0.35,0.35
6380,0.71,0.71
6381,0.39,0.39
6382,0.81,0.81
6383,0.63,0.63
6384,0.51,0.51
6385,0.32,0.32
6386,0.67,0.67
6387,0.69,0.69
6388,0.28,0.28
6389,0.23,0.23
6390,0.9,0.9
6391,0.03,0.03
6392,0.87,0.87
6393,0.8,0.8
6394,0.8,0.8
6395,0.08,0.08
6396,0.23,0.23
6397,0.75,0.75
6398,0.33,0.33
6399,0.38,0.38
6400,0.13,0.13
6401,0.5,0.5
6402,0.51,0.51
6403,0.95,0.95
6404,0.89,0.89
6405,0.36,0.36
6406,0.62,0.62
6407,0.49,0.49
6408,0.53,0.53
6409,0.24,0.24
6410,0.55,0.55
6411,0.88,0.88
6412,0.47,0.47
6413,0.3,0.3
6414,0.75,0.75
6415,0.01,0.01
6416,0.34,0.34
6417,0.09,0.09
6418,0.52,0.52
6419,0.12,0.12
6420,0.45,0.45
6421,0.75,0.75
6422,0.86,0.86
6423,0.81,0.81
6424,0.24,0.24
6425,0.96,0.96
6426,0.52,0.52
6427,0.88,0.88
6428,0.93,0.93
6429,0.16,0.16
6430,0.98,0.98
6431,0.75,0.75
6432,0.9,0.9
6433,0.6,0.6
6434,0.74,0.74
6435,0.96,0.96
6436,0.33,0.33
6437,0.02,0.02
6438,0.09,0.09
6439,0.0,0.0
6440,0.0,0.0
6441,0.04,0.04
6442,0.14,0.14
6443,0.96,0.96
6444,0.11,0.11
